method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.lang3.StringUtils$chomp<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.0672714,1.0,0.875636,0.111111,0.0909091,0.0154257,0.170732,0.1,0
org.apache.commons.lang3.SerializationException$<init><>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0227273,0.000593296,0.0121951,0.0,0
org.apache.commons.lang3.event.EventListenerSupport$fire<>,0.0,0.0,0.0,0.0,0.975787,0.0892893,0.0,0.00458415,0.0,0.0,0.0,0.975787,0.0887079,0.971555,0.975787,0.0,0.975787,0.0,0.0,0.977918,0.0,0.0,0.976906,0.0,0.0,0.000430293,0.0521972,0.0,0.0,0.000430293,0.0858507,0.200945,0.0,0.815571,0.815571,0.815571,0.0,0.0227273,0.000593296,0.0,0.1,0
org.apache.commons.lang3.text.StrMatcher$CharMatcher$<init><C>,0.0,0.0,0.0,0.0,0.535109,0.0140566,0.0,0.123772,0.0,0.0,0.0,0.535109,0.00277259,0.493814,0.535109,0.0,0.535109,0.0,0.0,0.558475,0.0,0.0,0.547393,0.0,0.0,0.000430293,0.0146482,0.0,0.0,0.000430293,0.600253,0.799513,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00148324,0.0243902,0.0,0
org.apache.commons.lang3.builder.StandardToStringStyle$setSizeStartText<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.975787,0.0892893,0.0,0.00458415,0.0,0.0,0.0,0.975787,0.0887079,0.971555,0.975787,0.0,0.975787,0.0,0.0,0.977918,0.0,0.0,0.976906,0.0,0.0,0.000430293,0.0521972,0.0,0.0,0.000430293,0.0858507,0.200945,0.0,0.560091,1.0,0.780045,0.111111,0.0454545,0.000889944,0.0121951,0.1,0
org.apache.commons.lang3.builder.ToStringStyle$append<Ljava/lang/StringBuffer;Ljava/lang/String;Z>,0.0,0.0,0.0,0.0,0.978208,0.109087,0.0,0.00392927,0.0,0.0,0.0,0.978208,0.0978208,0.974389,0.978208,0.0,0.978208,0.0,0.0,0.980131,0.0,0.0,0.979217,0.0,0.0,0.000430293,0.0524035,0.0,0.0,0.000430293,0.0772734,0.184672,0.0,1.0,1.0,1.0,0.333333,0.0909091,0.00385642,0.0365854,0.0,0
org.apache.commons.lang3.EnumUtils$generateBitVector<Ljava/lang/Class;[Ljava/lang/Enum;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00196464,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0469532,0.122082,0.0,0.387755,0.387755,0.387755,0.222222,0.0454545,0.00207654,0.0121951,0.2,0
org.apache.commons.lang3.mutable.MutableByte$equals<Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00415307,0.0243902,0.0,0
org.apache.commons.lang3.builder.ToStringStyle$setContentEnd<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.10871,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.559816,0.764779,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00207654,0.0365854,0.0,0
org.apache.commons.lang3.ClassUtils$getShortCanonicalName<Ljava/lang/Object;Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.222222,0.0454545,0.00237318,0.0243902,0.0,0
org.apache.commons.lang3.exception.ExceptionUtils$getCauseUsingMethodName<Ljava/lang/Throwable;Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.946731,0.0477134,0.0,0.0137525,0.0,0.0,0.0,0.946731,0.0411622,0.937746,0.946731,0.0,0.946731,0.0,0.0,0.951292,0.0,0.0,0.949125,0.0,0.0,0.000430293,0.0497215,0.0,0.0,0.000430293,0.173277,0.343579,0.0,0.0672714,1.0,0.532502,0.222222,0.0681818,0.00978938,0.134146,0.3,0
org.apache.commons.lang3.CharSetUtils$keep<Ljava/lang/String;[Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,0.00755858,1.0,0.633107,0.222222,0.0454545,0.00474637,0.0487805,0.2,0
org.apache.commons.lang3.event.EventListenerSupport$create<Ljava/lang/Class;>,0.0,0.0,0.0,0.0,0.966102,0.0492972,0.0,0.00720367,0.0,0.0,0.0,0.966102,0.0644068,0.960246,0.966102,0.0,0.966102,0.0,0.0,0.969058,0.0,0.0,0.967653,0.0,0.0,0.000430293,0.051372,0.0,0.0,0.000430293,0.115698,0.253825,0.0,0.646259,0.646259,0.646259,0.111111,0.0227273,0.00118659,0.0,0.3,0
org.apache.commons.lang3.BooleanUtils$and<[Z>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00327439,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0680584,0.166548,0.0,0.0672714,0.413454,0.370181,0.111111,0.113636,0.0106793,0.0853659,0.2,0
org.apache.commons.lang3.StringUtils$equalsIgnoreCase<Ljava/lang/CharSequence;Ljava/lang/CharSequence;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.186697,0.566893,0.295324,0.222222,0.0454545,0.00919608,0.0731707,0.3,0
org.apache.commons.lang3.ArrayUtils$toArray<[Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.98063,0.128885,0.0,0.00327439,0.0,0.0,0.0,0.980629,0.108959,0.977225,0.98063,0.0,0.98063,0.0,0.0,0.982342,0.0,0.0,0.981529,0.0,0.0,0.000430293,0.0526099,0.0,0.0,0.000430293,0.0680584,0.166548,0.0,0.970522,0.970522,0.970522,0.111111,0.0227273,0.000296648,0.0,0.1,0
org.apache.commons.lang3.text.StrTokenizer$<init><Ljava/lang/String;C>,0.0,0.0,0.0,0.0,0.949153,0.0479113,0.0,0.0117878,0.0,0.0,0.0,0.949153,0.0431433,0.94055,0.949153,0.0,0.949153,0.0,0.0,0.953516,0.0,0.0,0.951443,0.0,0.0,0.000430293,0.0499278,0.0,0.0,0.000430293,0.157711,0.320608,0.0,1.0,1.0,1.0,0.222222,0.0681818,0.00207654,0.0243902,0.0,0
org.apache.commons.lang3.StringUtils$abbreviate<Ljava/lang/String;II>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.000654879,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,0.251701,1.0,0.669102,0.333333,0.0909091,0.031148,0.207317,0.5,0
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedMonthField$<clinit><>,0.0,0.0,0.0,0.0,0.956416,0.0485053,0.0,0.00982318,0.0,0.0,0.0,0.956416,0.0503377,0.948977,0.956416,0.0,0.956416,0.0,0.0,0.960183,0.0,0.0,0.958394,0.0,0.0,0.000430293,0.0505467,0.0,0.0,0.000430293,0.14086,0.294731,0.0,0.227513,0.227513,0.227513,0.0,0.0,0.00118659,0.0,0.0,0
org.apache.commons.lang3.builder.EqualsBuilder$append<[C[C>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00458415,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0858507,0.200945,0.0,1.0,1.0,1.0,0.222222,0.0909091,0.0148324,0.146341,0.0,0
org.apache.commons.lang3.CharSequenceUtils$<init><>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.557823,0.557823,0.557823,0.0,0.0227273,0.000593296,0.0121951,0.0,0
org.apache.commons.lang3.StringUtils$startsWithIgnoreCase<Ljava/lang/CharSequence;Ljava/lang/CharSequence;>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,0.567649,0.567649,0.567649,0.222222,0.0454545,0.00118659,0.0,0.1,0
org.apache.commons.lang3.text.StrSubstitutor$setVariablePrefixMatcher<Lorg/apache/commons/lang3/text/StrMatcher;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0235756,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.238652,0.432172,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00326313,0.0365854,0.0,0
org.apache.commons.lang3.CharUtils$toIntValue<CI>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,1.0,1.0,1.0,0.222222,0.0454545,0.00237318,0.0243902,0.0,0
org.apache.commons.lang3.StringUtils$leftPad<Ljava/lang/String;IC>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0117878,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.157711,0.320608,0.0,0.0672714,1.0,0.559902,0.333333,0.0909091,0.00800949,0.0853659,0.5,0
org.apache.commons.lang3.math.Fraction$getFraction<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00196464,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0469532,0.122082,0.0,0.0672714,1.0,0.777922,0.111111,0.159091,0.026995,0.243902,0.1,0
org.apache.commons.lang3.concurrent.BackgroundInitializer$getFuture<>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0170268,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.197023,0.37711,0.0,1.0,1.0,1.0,0.0,0.0227273,0.00296648,0.0243902,0.0,0
org.apache.commons.lang3.Conversion$shortArrayToLong<[SIJII>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.0672714,0.123961,0.10941,0.555556,0.227273,0.0192821,0.134146,0.5,0
org.apache.commons.lang3.Conversion$binaryToInt<[ZIIII>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.0672714,0.123961,0.109851,0.555556,0.227273,0.0189855,0.134146,0.7,0
org.apache.commons.lang3.builder.ToStringStyle$getFieldNameValueSeparator<>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0227273,0.000593296,0.0,0.0,0
org.apache.commons.lang3.text.translate.LookupTranslator$<init><[[Ljava/lang/CharSequence;>,0.0,0.0,0.0,0.0,0.920097,0.0455355,0.0,0.0196464,0.0,0.0,0.0,0.920097,0.0270617,0.90706,0.920097,0.0,0.920097,0.0,0.0,0.926761,0.0,0.0,0.923595,0.0,0.0,0.000430293,0.047452,0.0,0.0,0.000430293,0.214471,0.40072,0.0,0.0241875,1.0,0.524011,0.111111,0.204545,0.0180955,0.170732,0.5,0
org.apache.commons.lang3.ArrayUtils$clone<[B>,0.0,0.0,0.0,0.0,0.987893,0.18828,0.0,0.00196464,0.0,0.0,0.0,0.987893,0.164649,0.985747,0.987893,0.0,0.987894,0.0,0.0,0.988971,0.0,0.0,0.988459,0.0,0.0,0.000430293,0.0532288,0.0,0.0,0.000430293,0.0469532,0.122082,0.0,1.0,1.0,1.0,0.111111,0.0227273,0.00207654,0.0243902,0.0,0
org.apache.commons.lang3.text.StrBuilder$StrBuilderReader$<init><Lorg/apache/commons/lang3/text/StrBuilder;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.111111,0.0227273,0.00148324,0.0243902,0.0,0
org.apache.commons.lang3.BooleanUtils$toBoolean<Ljava/lang/Integer;Ljava/lang/Integer;Ljava/lang/Integer;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00130976,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.034372,0.0931568,0.0,0.557067,1.0,0.955707,0.333333,0.0681818,0.00771284,0.109756,0.1,0
org.apache.commons.lang3.math.Fraction$toProperString<>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.0672714,1.0,0.937818,0.0,0.0454545,0.026995,0.170732,0.1,0
org.apache.commons.lang3.builder.ToStringStyle$appendToString<Ljava/lang/StringBuffer;Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00523903,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0939065,0.215758,0.0,0.0672714,1.0,0.720181,0.222222,0.136364,0.0121626,0.109756,0.1,0
org.apache.commons.lang3.text.FormattableUtils$append<Ljava/lang/CharSequence;Ljava/util/Formatter;III>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.499622,0.499622,0.499622,0.555556,0.113636,0.00237318,0.0,0.0,0
org.apache.commons.lang3.mutable.MutableLong$<init><Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00177989,0.0243902,0.0,0
org.apache.commons.lang3.text.StrBuilder$appendWithSeparators<Ljava/lang/Iterable;Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.987893,0.18828,0.0,0.00130976,0.0,0.0,0.0,0.987893,0.164649,0.985747,0.987893,0.0,0.987894,0.0,0.0,0.988971,0.0,0.0,0.988459,0.0,0.0,0.000430293,0.0532288,0.0,0.0,0.000430293,0.034372,0.0931568,0.0,0.0672714,1.0,0.696145,0.222222,0.0909091,0.0074162,0.0853659,0.4,0
org.apache.commons.lang3.text.StrSubstitutor$replace<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0170268,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.197023,0.37711,0.0,0.0672714,1.0,0.844545,0.111111,0.0681818,0.00593296,0.0609756,0.1,0
org.apache.commons.lang3.StringUtils$isNumeric<Ljava/lang/CharSequence;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.0672714,1.0,0.799374,0.111111,0.0681818,0.0074162,0.0731707,0.2,0
org.apache.commons.lang3.time.FastDateFormat$getInstance<>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,0.227513,0.227513,0.227513,0.0,0.0,0.000889944,0.0,0.2,0
org.apache.commons.lang3.Conversion$binaryToShort<[ZISII>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.0672714,0.123961,0.108655,0.555556,0.227273,0.0192821,0.134146,0.7,0
org.apache.commons.lang3.ClassUtils$isPrimitiveOrWrapper<Ljava/lang/Class;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.291005,0.291005,0.291005,0.111111,0.0227273,0.00385642,0.0243902,0.2,0
org.apache.commons.lang3.CharUtils$toString<Ljava/lang/Character;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.111111,0.0227273,0.00207654,0.0243902,0.0,0
org.apache.commons.lang3.BooleanUtils$or<[Z>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00327439,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0680584,0.166548,0.0,0.0672714,0.413454,0.370181,0.111111,0.113636,0.0106793,0.0853659,0.2,0
org.apache.commons.lang3.exception.DefaultExceptionContext$getFormattedExceptionMessage<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.975787,0.0892893,0.0,0.0137525,0.0,0.0,0.0,0.975787,0.0887079,0.971555,0.975787,0.0,0.975787,0.0,0.0,0.977918,0.0,0.0,0.976906,0.0,0.0,0.000430293,0.0521972,0.0,0.0,0.000430293,0.173277,0.343579,0.0,0.0672714,1.0,0.652567,0.111111,0.227273,0.0302581,0.304878,0.5,0
org.apache.commons.lang3.event.EventUtils$bindEventsToMethod<Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;Ljava/lang/Class;[Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00130976,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.034372,0.0931568,0.0,0.614512,0.815571,0.68065,0.555556,0.136364,0.0068229,0.0365854,0.4,0
org.apache.commons.lang3.ArrayUtils$reverse<[C>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.111111,0.0909091,0.00889944,0.121951,0.0,0
org.apache.commons.lang3.ArrayUtils$nullToEmpty<[Ljava/lang/Byte;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.918367,0.918367,0.918367,0.111111,0.0227273,0.00237318,0.0243902,0.1,0
org.apache.commons.lang3.text.StrBuilder$asReader<>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0227273,0.00118659,0.0,0.0,0
org.apache.commons.lang3.reflect.MethodUtils$getAccessibleMethodFromInterfaceNest<Ljava/lang/Class;Ljava/lang/String;[Ljava/lang/Class;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00130976,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.034372,0.0931568,0.0,0.0672714,1.0,0.866616,0.333333,0.136364,0.0145357,0.170732,0.3,0
org.apache.commons.lang3.builder.ToStringStyle$appendDetail<Ljava/lang/StringBuffer;Ljava/lang/String;Ljava/util/Map;>,0.0,0.0,0.0,0.0,0.975787,0.0892893,0.0,0.00458415,0.0,0.0,0.0,0.975787,0.0887079,0.971555,0.975787,0.0,0.975787,0.0,0.0,0.977918,0.0,0.0,0.976906,0.0,0.0,0.000430293,0.0521972,0.0,0.0,0.000430293,0.0858507,0.200945,0.0,1.0,1.0,1.0,0.333333,0.0909091,0.00118659,0.0121951,0.0,0
org.apache.commons.lang3.text.StrBuilder$substring<II>,0.0,0.0,0.0,0.0,0.866828,0.04118,0.0,0.0340537,0.0,0.0,0.0,0.866828,0.0154791,0.846549,0.866828,0.0,0.866828,0.0,0.0,0.877343,0.0,0.0,0.872349,0.0,0.0,0.000430293,0.0429131,0.0,0.0,0.000430293,0.294872,0.500503,0.0,1.0,1.0,1.0,0.222222,0.0681818,0.00415307,0.0121951,0.0,0
org.apache.commons.lang3.builder.ToStringStyle$DefaultToStringStyle$<init><>,0.0,0.0,0.0,0.0,0.590799,0.0186102,0.0,0.10871,0.0,0.0,0.0,0.590799,0.00347529,0.550294,0.590799,0.0,0.590799,0.0,0.0,0.613388,0.0,0.0,0.602671,0.0,0.0,0.000430293,0.0193934,0.0,0.0,0.000430293,0.559816,0.764779,0.0,1.0,1.0,1.0,0.0,0.0227273,0.000593296,0.0121951,0.0,0
org.apache.commons.lang3.math.Fraction$subtract<Lorg/apache/commons/lang3/math/Fraction;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00118659,0.0,0.0,0
org.apache.commons.lang3.mutable.MutableInt$subtract<Ljava/lang/Number;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00207654,0.0121951,0.0,0
org.apache.commons.lang3.reflect.TypeUtils$getImplicitLowerBounds<Ljava/lang/reflect/WildcardType;>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,0.0672714,0.82842,0.447846,0.111111,0.0454545,0.00415307,0.0121951,0.2,0
